trace_id,event_name,start_time,start_weekday,end_time,duration,resource,adapted
0,process start event,2022-08-01 09:00:00+00:00,0,2022-08-01 09:00:00+00:00,0.0,NA,False
0,A,2022-08-01 09:00:00+00:00,0,2022-08-01 09:30:11.588025+00:00,30.19313375,Default Resource-000001,False
0,B,2022-08-01 09:30:11.588025+00:00,0,2022-08-01 10:03:17.382510+00:00,33.09657475,Default Resource-000003,False
0,C,2022-08-01 10:03:17.382510+00:00,0,2022-08-01 10:33:35.087912+00:00,30.295090033333334,Default Resource-000006,False
0,D,2022-08-01 10:33:35.087912+00:00,0,2022-08-01 11:03:39.965807+00:00,30.08129825,Default Resource-000010,False
0,E,2022-08-01 11:03:39.965807+00:00,0,2022-08-01 11:30:48.456483+00:00,27.141511266666665,Default Resource-000005,False
0,F,2022-08-01 11:30:48.456483+00:00,0,2022-08-01 12:01:04.386327+00:00,30.2654974,Default Resource-000001,False
0,process end event,2022-08-01 12:01:04.386327+00:00,0,2022-08-01 12:01:04.386327+00:00,0.0,NA,False
1,process start event,2022-08-01 09:30:00+00:00,0,2022-08-01 09:30:00+00:00,0.0,NA,False
1,A,2022-08-01 09:30:00+00:00,0,2022-08-01 10:00:57.549163+00:00,30.959152716666665,Default Resource-000002,False
1,B,2022-08-01 10:00:57.549163+00:00,0,2022-08-01 10:42:55.640434+00:00,41.96818785,Default Resource-000005,False
1,C,2022-08-01 10:42:55.640434+00:00,0,2022-08-01 11:36:09.829341+00:00,53.23648178333333,Default Resource-000009,False
1,D,2022-08-01 11:36:09.829341+00:00,0,2022-08-01 12:11:46.534239+00:00,35.6117483,Default Resource-000004,False
1,E,2022-08-01 12:11:46.534239+00:00,0,2022-08-01 12:41:50.145699+00:00,30.060191,Default Resource-000010,False
1,F,2022-08-01 12:41:50.145699+00:00,0,2022-08-01 13:11:02.306749+00:00,29.202684166666668,Default Resource-000007,False
1,process end event,2022-08-01 13:11:02.306749+00:00,0,2022-08-01 13:11:02.306749+00:00,0.0,NA,False
2,process start event,2022-08-01 10:00:00+00:00,0,2022-08-01 10:00:00+00:00,0.0,NA,True
2,A,2022-08-01 10:00:00+00:00,0,2022-08-01 10:28:46.624106+00:00,28.777068433333334,Default Resource-000004,True
2,B,2022-08-01 10:28:46.624106+00:00,0,2022-08-01 11:18:41.634968+00:00,49.9168477,Default Resource-000008,True
2,C,2022-08-01 11:18:41.634968+00:00,0,2022-08-01 12:51:15.778519+00:00,92.56905918333334,Default Resource-000003,True
2,D,2022-08-01 12:51:15.778519+00:00,0,2022-08-01 13:20:20.291804+00:00,29.07522141666667,Default Resource-000009,True
2,F,2022-08-01 14:20:15.658956+00:00,0,2022-08-01 14:50:13.658594+00:00,29.966660633333333,Default Resource-000003,True
2,process end event,2022-08-01 14:50:13.658594+00:00,0,2022-08-01 14:50:13.658594+00:00,0.0,NA,True
3,process start event,2022-08-01 10:30:00+00:00,0,2022-08-01 10:30:00+00:00,0.0,NA,False
3,A,2022-08-01 10:30:00+00:00,0,2022-08-01 11:00:18.113632+00:00,30.301893866666667,Default Resource-000007,False
3,B,2022-08-01 11:00:18.113632+00:00,0,2022-08-01 12:00:34.585611+00:00,60.27453298333333,Default Resource-000002,False
3,C,2022-08-01 12:00:34.585611+00:00,0,2022-08-01 13:01:12.912844+00:00,60.638787216666664,Default Resource-000008,False
3,D,2022-08-01 13:01:12.912844+00:00,0,2022-08-01 13:27:58.948796+00:00,26.767265866666666,Default Resource-000005,False
3,E,2022-08-01 13:27:58.948796+00:00,0,2022-08-01 14:00:18.596476+00:00,32.32746133333333,Default Resource-000002,False
3,F,2022-08-01 14:00:18.596476+00:00,0,2022-08-01 14:30:03.410525+00:00,29.746900816666667,Default Resource-000009,False
